"TL","Territory Level and Typology","REG_ID","Region","VAR","Indicator","SEX","Gender","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"1","Country","POL","Poland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2013","2013","IDX","Index","0","Units","2001_100","2001=100",99.5,,
"1","Country","POL","Poland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2014","2014","IDX","Index","0","Units","2001_100","2001=100",99.4,,
"1","Country","USA","US","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2001","2001","IDX","Index","0","Units","2001_100","2001=100",100,,
"1","Country","USA","US","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2002","2002","IDX","Index","0","Units","2001_100","2001=100",100.9,,
"1","Country","USA","US","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2003","2003","IDX","Index","0","Units","2001_100","2001=100",101.8,,
"1","Country","USA","US","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2004","2004","IDX","Index","0","Units","2001_100","2001=100",102.8,,
"1","Country","USA","US","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2005","2005","IDX","Index","0","Units","2001_100","2001=100",103.7,,
"1","Country","USA","US","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2006","2006","IDX","Index","0","Units","2001_100","2001=100",104.7,,
"1","Country","USA","US","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2007","2007","IDX","Index","0","Units","2001_100","2001=100",105.7,,
"1","Country","USA","US","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2008","2008","IDX","Index","0","Units","2001_100","2001=100",106.7,,
"1","Country","USA","US","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2009","2009","IDX","Index","0","Units","2001_100","2001=100",107.7,,
"1","Country","USA","US","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2010","2010","IDX","Index","0","Units","2001_100","2001=100",108.6,,
"1","Country","USA","US","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2011","2011","IDX","Index","0","Units","2001_100","2001=100",109.4,,
"1","Country","USA","US","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2012","2012","IDX","Index","0","Units","2001_100","2001=100",110.1,,
"1","Country","USA","US","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2013","2013","IDX","Index","0","Units","2001_100","2001=100",110.9,,
"1","Country","USA","US","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2014","2014","IDX","Index","0","Units","2001_100","2001=100",111.7,,
"1","Country","ISR","Israel","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2001","2001","IDX","Index","0","Units","2001_100","2001=100",100,,
"1","Country","ISR","Israel","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2002","2002","IDX","Index","0","Units","2001_100","2001=100",102,,
"1","Country","ISR","Israel","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2003","2003","IDX","Index","0","Units","2001_100","2001=100",103.9,,
"1","Country","ISR","Israel","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2004","2004","IDX","Index","0","Units","2001_100","2001=100",105.7,,
"1","Country","ISR","Israel","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2005","2005","IDX","Index","0","Units","2001_100","2001=100",107.6,,
"1","Country","ISR","Israel","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2006","2006","IDX","Index","0","Units","2001_100","2001=100",109.6,,
"1","Country","ISR","Israel","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2007","2007","IDX","Index","0","Units","2001_100","2001=100",111.6,,
"1","Country","ISR","Israel","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2008","2008","IDX","Index","0","Units","2001_100","2001=100",113.6,,
"1","Country","ISR","Israel","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2009","2009","IDX","Index","0","Units","2001_100","2001=100",114.7,,
"1","Country","ISR","Israel","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2010","2010","IDX","Index","0","Units","2001_100","2001=100",117.4,,
"1","Country","ISR","Israel","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2011","2011","IDX","Index","0","Units","2001_100","2001=100",119.6,,
"1","Country","ISR","Israel","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2012","2012","IDX","Index","0","Units","2001_100","2001=100",121.8,,
"1","Country","ISR","Israel","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2013","2013","IDX","Index","0","Units","2001_100","2001=100",124.1,,
"1","Country","ISR","Israel","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2014","2014","IDX","Index","0","Units","2001_100","2001=100",126.5,,
"1","Country","ITA","Italy","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2001","2001","IDX","Index","0","Units","2001_100","2001=100",100,,
"1","Country","ITA","Italy","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2002","2002","IDX","Index","0","Units","2001_100","2001=100",100,,
"1","Country","ITA","Italy","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2003","2003","IDX","Index","0","Units","2001_100","2001=100",100.3,,
"1","Country","ITA","Italy","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2004","2004","IDX","Index","0","Units","2001_100","2001=100",100.9,,
"1","Country","ITA","Italy","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2005","2005","IDX","Index","0","Units","2001_100","2001=100",101.6,,
"1","Country","ITA","Italy","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2006","2006","IDX","Index","0","Units","2001_100","2001=100",101.9,,
"1","Country","ITA","Italy","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2007","2007","IDX","Index","0","Units","2001_100","2001=100",102.2,,
"1","Country","ITA","Italy","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2008","2008","IDX","Index","0","Units","2001_100","2001=100",103,,
"1","Country","ITA","Italy","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2009","2009","IDX","Index","0","Units","2001_100","2001=100",103.6,,
"1","Country","ITA","Italy","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2010","2010","IDX","Index","0","Units","2001_100","2001=100",103.9,,
"1","Country","ITA","Italy","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2011","2011","IDX","Index","0","Units","2001_100","2001=100",104.2,,
"1","Country","ITA","Italy","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2012","2012","IDX","Index","0","Units","2001_100","2001=100",104.3,,
"1","Country","ITA","Italy","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2013","2013","IDX","Index","0","Units","2001_100","2001=100",104.8,,
"1","Country","ITA","Italy","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2014","2014","IDX","Index","0","Units","2001_100","2001=100",106.7,,
"1","Country","JPN","Japan","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2001","2001","IDX","Index","0","Units","2001_100","2001=100",100,,
"1","Country","JPN","Japan","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2002","2002","IDX","Index","0","Units","2001_100","2001=100",100.1,,
"1","Country","JPN","Japan","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2003","2003","IDX","Index","0","Units","2001_100","2001=100",100.3,,
"1","Country","JPN","Japan","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2004","2004","IDX","Index","0","Units","2001_100","2001=100",100.3,,
"1","Country","JPN","Japan","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2005","2005","IDX","Index","0","Units","2001_100","2001=100",100.4,,
"1","Country","JPN","Japan","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2006","2006","IDX","Index","0","Units","2001_100","2001=100",100.4,,
"1","Country","JPN","Japan","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2007","2007","IDX","Index","0","Units","2001_100","2001=100",100.4,,
"1","Country","JPN","Japan","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2008","2008","IDX","Index","0","Units","2001_100","2001=100",100.3,,
"1","Country","JPN","Japan","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2009","2009","IDX","Index","0","Units","2001_100","2001=100",100.2,,
"1","Country","JPN","Japan","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2010","2010","IDX","Index","0","Units","2001_100","2001=100",100.6,,
"1","Country","JPN","Japan","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2011","2011","IDX","Index","0","Units","2001_100","2001=100",100.4,,
"1","Country","JPN","Japan","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2012","2012","IDX","Index","0","Units","2001_100","2001=100",100.2,,
"1","Country","JPN","Japan","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2013","2013","IDX","Index","0","Units","2001_100","2001=100",100,,
"1","Country","PRT","Portugal","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2001","2001","IDX","Index","0","Units","2001_100","2001=100",100,,
"1","Country","PRT","Portugal","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2002","2002","IDX","Index","0","Units","2001_100","2001=100",100.6,,
"1","Country","PRT","Portugal","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2003","2003","IDX","Index","0","Units","2001_100","2001=100",101.1,,
"1","Country","PRT","Portugal","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2004","2004","IDX","Index","0","Units","2001_100","2001=100",101.4,,
"1","Country","PRT","Portugal","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2005","2005","IDX","Index","0","Units","2001_100","2001=100",101.6,,
"1","Country","PRT","Portugal","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2006","2006","IDX","Index","0","Units","2001_100","2001=100",101.8,,
